scanname,Scan005
-89.633681999999993,43
-87.037209000000004,43
-84.442466999999994,27
-81.849457000000001,109
-79.258171000000004,97
-76.668616999999998,80
-74.080794999999995,125
-71.494704999999996,63
-68.910338999999993,94
-66.327690000000004,76
-63.746769,105
-61.167563999999999,147
-58.590083999999997,113
-56.014316999999998,120
-53.440269000000001,139
-50.867942999999997,151
-48.297320999999997,180
-45.728416000000003,167
-43.161228000000001,176
-40.595737,202
-38.031959999999998,271
-35.469893999999996,243
-32.909526999999997,297
-30.35087,387
-27.793911000000001,431
-25.238658999999998,485
-22.685103999999999,612
-20.133248999999999,690
-17.583082000000001,814
-15.034618999999999,7315
-12.487850999999999,31438
-9.9427760000000003,39071
-7.3993909999999996,41564
-4.8576969999999999,45040
-2.3176920000000001,48551
0.22062599999999999,49413
2.7572589999999999,47729
5.2922130000000003,42448
7.8254780000000004,28717
10.357060000000001,14270
12.886963,6503
15.415184999999999,2535
17.94173,1577
20.466598999999999,1047
22.989802999999998,809
25.511323999999998,618
28.031172000000002,482
30.549348999999999,402
33.065852999999997,369
35.580696000000003,311
38.093876000000002,293
40.605389000000002,237
43.115223,243
45.623412999999999,213
48.129925,218
50.634791999999997,217
53.138004000000002,186
55.639541999999999,166
58.139439000000003,131
60.637664999999998,187
63.134253999999999,129
65.629181000000003,136
68.122459000000006,117
70.614081999999996,140
73.104079999999996,106
75.592421999999999,120
78.079109000000003,115
80.564162999999994,69
83.047554000000005,69
85.529335000000003,72
88.009452999999993,111
90.487953000000005,109
92.964798000000002,94
95.440017999999995,118
97.913605000000004,72
100.38555100000001,63
102.85586499999999,129
105.324547,77
107.791611,48
110.257042,111
112.720848,62
115.183037,78
117.643593,109
120.102524,91
122.559822,89
125.015533,78
127.469612,69
129.92205799999999,98
132.37292500000001,66
134.82212799999999,93
137.26973000000001,58
139.71577500000001,99
142.16017199999999,68
144.602936,-5
147.04411300000001,53
149.483688,71
151.921661,68
154.358047,103
156.79278600000001,113
159.22595200000001,104
161.65751599999999,82
164.087479,102
166.51586900000001,93
168.942612,126
171.367783,141
173.79136700000001,191
176.213379,206
178.63377399999999,254
181.05256700000001,294
183.46977200000001,327
185.885437,426
188.29946899999999,601
190.71196,655
193.122818,788
195.53211999999999,940
197.93985000000001,1137
200.346024,1357
202.75053399999999,1534
205.153549,1834
207.554947,2000
209.954803,2157
212.35308800000001,2458
214.749741,2547
217.144882,2798
219.53845200000001,2946
221.93045000000001,3143
224.32084699999999,3360
226.70970199999999,3465
229.09700000000001,3661
231.482742,3749
233.86691300000001,4022
236.24949599999999,4159
238.63056900000001,4353
241.01007100000001,4526
243.38803100000001,4754
245.76438899999999,4903
248.139206,5029
250.51251199999999,5139
252.88424699999999,5209
255.25443999999999,5271
257.62304699999999,5452
259.99017300000003,5438
262.355682,5505
264.719696,5514
267.08212300000002,5518
269.44302399999998,5596
271.80239899999998,5624
274.16021699999999,5471
276.51654100000002,5620
278.87124599999999,5634
281.22448700000001,5572
283.57617199999999,5588
285.926331,5617
288.27493299999998,5581
290.62197900000001,5629
292.96755999999999,5745
295.31158399999998,5638
297.65408300000001,5648
299.99505599999998,5547
302.33450299999998,5636
304.67242399999998,5629
307.00885,5578
309.34371900000002,5673
311.67706299999998,5598
314.00894199999999,5581
316.33923299999998,5595
318.66806000000003,5618
320.995361,5642
323.32113600000002,5655
325.64541600000001,5578
327.96816999999999,5616
330.28939800000001,5723
332.60913099999999,5593
334.927368,5514
337.24410999999998,5555
339.55935699999998,5593
341.87304699999999,5512
344.18524200000002,5512
346.49597199999999,5578
348.80517600000002,5529
351.11291499999999,5481
353.419128,5528
355.72384599999998,5465
358.02706899999998,5444
360.32879600000001,5456
362.62902800000001,5514
364.92773399999999,5580
367.22503699999999,5449
369.520782,5490
371.81509399999999,5481
374.10784899999999,5588
376.39913899999999,5436
378.688965,5531
380.97732500000001,5397
383.26416,5446
385.54956099999998,5503
