scanname,Scan004
-89.786323999999993,124
-87.189850000000007,124
-84.595107999999996,153
-82.002098000000004,169
-79.410812000000007,150
-76.821258999999998,215
-74.233436999999995,170
-71.647345999999999,183
-69.062980999999994,207
-66.480331000000007,191
-63.899410000000003,248
-61.320205999999999,223
-58.742725,262
-56.166958000000001,227
-53.592911000000001,300
-51.020583999999999,352
-48.449962999999997,331
-45.881058000000003,379
-43.313868999999997,382
-40.748379,481
-38.184601000000001,524
-35.622535999999997,594
-33.062168,631
-30.503513000000002,7871
-27.946553999999999,30761
-25.391302,38064
-22.837748000000001,40071
-20.285892,42386
-17.735724999999999,43879
-15.187260999999999,44603
-12.640492,44985
-10.095416999999999,45711
-7.5520329999999998,46532
-5.0103390000000001,48072
-2.4703339999999998,49750
0.067985,50670
2.6046170000000002,50071
5.1395720000000003,47304
7.6728360000000002,42445
10.204419,30329
12.734322000000001,13300
15.262544,5482
17.789086999999999,3380
20.313955,2286
22.837160000000001,1549
25.358681000000001,1156
27.878529,964
30.396705999999998,816
32.913212000000001,711
35.428055000000001,693
37.941234999999999,600
40.452747000000002,600
42.962581999999998,521
45.470771999999997,537
47.977283,479
50.482151000000002,406
52.985363,406
55.486899999999999,403
57.986797000000003,382
60.485022999999998,328
62.981613000000003,297
65.47654,337
67.969818000000004,286
70.461440999999994,348
72.951438999999993,226
75.439780999999996,266
77.926468,270
80.411522000000005,186
82.894913000000003,184
85.376694000000001,205
87.856812000000005,148
90.335312000000002,204
92.812156999999999,197
95.287375999999995,177
97.760963000000004,169
100.23291,175
102.70322400000001,129
105.17190600000001,174
107.638969,194
110.104401,138
112.568207,158
115.030396,144
117.49095199999999,113
119.949883,188
122.40718099999999,104
124.862892,158
127.316971,123
129.76942399999999,134
132.220291,210
134.66949500000001,157
137.117096,196
139.563141,158
142.00753800000001,149
144.45030199999999,164
146.891479,147
149.33105499999999,157
151.76902799999999,184
154.20541399999999,194
156.640152,210
159.073318,159
161.50488300000001,201
163.934845,221
166.363235,243
168.78997799999999,223
171.215149,273
173.638733,361
176.060745,479
178.48114000000001,520
180.899933,629
183.317139,833
185.73280299999999,986
188.14683500000001,1160
190.559326,1459
192.97018399999999,1720
195.37948600000001,2163
197.787216,2517
200.19338999999999,2976
202.59790000000001,3434
205.00091599999999,3835
207.40231299999999,4405
209.80216999999999,4883
212.20045500000001,5249
214.59710699999999,5723
216.99224899999999,6155
219.385818,6550
221.777817,6958
224.16821300000001,7360
226.55706799999999,7623
228.944366,8113
231.33010899999999,8301
233.714279,8784
236.09686300000001,9080
238.477936,9641
240.857437,10023
243.23539700000001,10391
245.61175499999999,10677
247.986572,11037
250.35987900000001,11118
252.73161300000001,11437
255.10180700000001,11622
257.47039799999999,11649
259.83752399999997,11837
262.203033,11864
264.567047,12038
266.92947400000003,11932
269.29037499999998,12083
271.64974999999998,12115
274.00756799999999,12103
276.36389200000002,12078
278.71859699999999,12105
281.07183800000001,12055
283.42352299999999,12170
285.77368200000001,12172
288.12228399999998,12154
290.46933000000001,12155
292.814911,12276
295.15893599999998,12288
297.50143400000002,12214
299.84240699999998,12133
302.18185399999999,12165
304.51977499999998,12287
306.856201,12200
309.19107100000002,12249
311.52441399999998,12198
313.85629299999999,12214
316.18658399999998,12230
318.51541099999997,12207
320.84271200000001,12178
323.16848800000002,12192
325.49276700000001,12079
327.81552099999999,12157
330.13674900000001,12229
332.45648199999999,12184
334.774719,12133
337.09146099999998,12036
339.40670799999998,11981
341.72039799999999,12099
344.03259300000002,11940
346.343323,11969
348.65252700000002,11996
350.96026599999999,12028
353.266479,11953
355.57119799999998,11900
357.87441999999999,11881
360.17614700000001,11836
362.47637900000001,11915
364.77508499999999,11877
367.07238799999999,11929
369.368134,11893
371.66244499999999,11867
373.95519999999999,11787
376.24648999999999,11770
378.536316,11841
