-89.618530000000007,52
-87.022057000000004,52
-84.427314999999993,62
-81.834305000000001,76
-79.243019000000004,25
-76.653464999999997,69
-74.065642999999994,56
-71.479552999999996,31
-68.895187000000007,72
-66.312538000000004,71
-63.731620999999997,78
-61.152416000000002,80
-58.574936000000001,99
-55.999167999999997,67
-53.425120999999997,67
-50.852795,73
-48.282173,121
-45.713267999999999,138
-43.146079999999998,181
-40.580589000000003,159
-38.016810999999997,151
-35.454746,190
-32.894379000000001,229
-30.335719999999998,266
-27.778760999999999,309
-25.223509,346
-22.669954000000001,428
-20.118099000000001,537
-17.567931999999999,644
-15.019469000000001,899
-12.472701000000001,1680
-9.9276260000000001,6588
-7.3842410000000003,32424
-4.8425469999999997,43508
-2.3025410000000002,50591
0.23577699999999999,52760
2.7724090000000001,50092
5.3073639999999997,42052
7.8406279999999997,23181
10.372211,11347
12.902113,4881
15.430334999999999,2004
17.956880999999999,1205
20.481749000000001,834
23.004953,515
25.526474,414
28.046322,340
30.564499000000001,308
33.081001000000001,276
35.595844,235
38.109023999999998,192
40.620536999999999,168
43.130370999999997,172
45.638561000000003,164
48.145072999999996,165
50.649940000000001,144
53.153151999999999,160
55.654690000000002,151
58.154586999999999,138
60.652813000000002,121
63.149403,119
65.644333000000003,120
68.137611000000007,113
70.629233999999997,114
73.119231999999997,75
75.607574,86
78.094261000000003,78
80.579314999999994,74
83.062706000000006,64
85.544487000000004,63
88.024604999999994,54
90.503105000000005,54
92.979950000000002,77
95.455169999999995,42
97.928757000000004,25
100.40070299999999,37
102.87101699999999,44
105.339699,33
107.806763,35
110.272194,59
112.736,61
115.198189,21
117.658745,70
120.117676,-15
122.574974,50
125.03068500000001,25
127.484764,51
129.93720999999999,57
132.38807700000001,-7
134.83727999999999,-8
137.28488200000001,41
139.73092700000001,33
142.17532299999999,56
144.618088,37
147.05926500000001,8
149.49884,18
151.936813,27
154.373199,47
156.80793800000001,32
159.24110400000001,46
161.67266799999999,52
164.102631,14
166.53102100000001,41
168.957764,53
171.382935,47
173.80651900000001,64
176.228531,44
178.64892599999999,55
181.06771900000001,63
183.48492400000001,94
185.900589,76
188.31462099999999,86
190.72711200000001,73
193.13797,81
195.54727199999999,108
197.95500200000001,86
200.361176,64
202.76568599999999,94
205.168701,115
207.570099,120
209.969955,108
212.36823999999999,112
214.764893,139
217.160034,146
219.55360400000001,130
221.94560200000001,147
224.33599899999999,192
226.72485399999999,157
229.11215200000001,150
231.497894,169
233.88206500000001,215
236.26464799999999,204
238.64572100000001,218
241.02522300000001,224
243.40318300000001,204
245.77954099999999,232
248.154358,204
250.52766399999999,239
252.89939899999999,263
255.26959199999999,224
257.63818400000002,227
260.00531000000001,237
262.37081899999998,226
264.73483299999998,238
267.09726000000001,237
269.45816000000002,182
271.81753500000002,222
274.17535400000003,256
276.531677,240
278.88638300000002,298
281.23962399999999,253
283.59130900000002,296
285.94146699999999,297
288.29007000000001,263
290.63711499999999,239
292.98269699999997,262
295.32672100000002,303
297.66922,269
300.01019300000002,274
302.34964000000002,235
304.68756100000002,273
307.02398699999998,244
309.358856,282
311.69220000000001,252
314.02407799999997,268
